Claim_ID,Customer_Age,Policy_Type,Policy_Tenure_Years,Claim_Amount,Incident_Type,Incident_Date,Claim_Submission_Date,Previous_Claim_Count,Vehicle_Age,Repair_Estimate,Final_Invoice_Amount,Police_Report_Available,Witness_Available,Location,Customer_Description,Fraud or Risk_Label
CLM00155,45,Comprehensive,4,28700.83,Vandalism,27-10-2024,27-10-2024,1,0,27507.06,29505.81,No,Yes,Ahmedabad,Car was damaged in heavy rain and flooding.,0
CLM00832,29,Third-Party Fire & Theft,0.5,11648.42,Fire,21-04-2025,24-04-2025,1,9,11010.85,12099.67,Yes,No,Kolkata,Vehicle scratched while parked in a mall parking lot.,0
CLM00769,41,Third-Party,1,68286.29,Collision,24-08-2025,13-09-2025,0,0,59773.6,67271.31,Yes,No,Nagpur,Tree branch fell on the car during a storm.,0
CLM01151,25,Comprehensive,1.9,64495.7,Theft,04-08-2024,05-08-2024,3,6,62697.77,66651.52,Yes,Yes,Kochi,Vehicle skidded and hit a divider on a wet road.,0
CLM00772,27,Comprehensive,3,74328.67,Natural Disaster,06-03-2025,08-03-2025,0,2,62545.04,74704.24,Yes,Yes,Surat,Tree branch fell on the car during a storm.,0
CLM00628,48,Comprehensive,0.2,37842.78,Natural Disaster,24-12-2023,10-01-2024,1,3,28369.88,36470.43,No,No,Pune,Car was damaged in heavy rain and flooding.,0
CLM01133,42,Third-Party,17.5,8240.34,Vandalism,17-07-2023,24-07-2023,5,7,7698.24,7993.33,Yes,No,Lucknow,Vehicle skidded and hit a divider on a wet road.,0
CLM00305,31,Comprehensive,6.5,50828.52,Windshield Damage,12-04-2023,12-04-2023,0,3,49630.49,52664.15,Yes,Yes,Hyderabad,Windshield cracked due to a stone hit on the highway.,0
CLM00302,42,Third-Party Fire & Theft,13.9,10818.24,Theft,09-02-2025,10-02-2025,0,2,12349.34,10926.74,Yes,No,Ahmedabad,Minor collision while reversing out of a parking spot.,0
CLM00719,42,Third-Party Fire & Theft,0.1,33080.78,Collision,01-04-2023,05-05-2023,3,1,21386.43,32750.85,No,No,Bengaluru,Claim filed for total loss shortly after policy purchase.,1
CLM00344,23,Third-Party Fire & Theft,0.2,20922.57,Injury/Accident,17-10-2023,03-11-2023,4,1,20864.51,21701.21,No,Yes,Hyderabad,Tree branch fell on the car during a storm.,0
CLM00966,41,Third-Party,2.6,99412.13,Windshield Damage,27-01-2023,03-02-2023,1,5,90872.93,97637.12,Yes,Yes,Chennai,Incident reported late at night with no witnesses.,1
CLM00049,40,Third-Party,2.1,13775.63,Vandalism,21-04-2023,03-05-2023,0,20,14189.68,14244.43,yes,No,Chennai,Windshield cracked due to a stone hit on the highway.,0
CLM00986,43,Third-Party Fire & Theft,8.8,10200.96,Natural Disaster,06-04-2025,21-04-2025,2,3,11262.58,10684.08,Yes,Yes,Pune,Windshield cracked due to a stone hit on the highway.,0
CLM00272,18,Comprehensive,10.8,17073.98,Theft,28-05-2024,28-05-2024,4,0,20768.59,17672.7,Yes,No,Mumbai,Car was damaged in heavy rain and flooding.,0
CLM01109,26,Third-Party Fire & Theft,6.8,45604.42,Theft,18-10-2025,01-11-2025,2,12,42527.32,47956.82,Yes,No,Bengaluru,Rear-ended while stopped at a junction.,0
CLM00537,41,Comprehensive,0.7,30149.2,Fire,23-10-2023,30-10-2023,2,0,28523.47,29668.66,Yes,No,Chennai,Vehicle skidded and hit a divider on a wet road.,0
CLM00173,35,Third-Party,8.8,27106.04,Windshield Damage,05-09-2025,09-09-2025,2,4,25858.03,28077.1,Yes,Yes,Surat,Windshield cracked due to a stone hit on the highway.,0
CLM01100,55,Third-Party Fire & Theft,2.7,25659.54,Fire,25-06-2025,08-07-2025,0,1,24433,24625.28,No,Yes,Coimbatore,Minor collision while reversing out of a parking spot.,1
CLM01074,33,Third-Party,0.7,34608.95,Collision,13-11-2023,15-11-2023,2,0,33141.13,34527.13,Yes,Yes,Kochi,Minor collision while reversing out of a parking spot.,0
CLM00620,54,Comprehensive,1,13235.42,Natural Disaster,28-11-2025,29-11-2025,3,2,14517.29,13678.48,Yes,Yes,Ahmedabad,Rear-ended while stopped at a junction.,0
CLM00398,50,Third-Party Fire & Theft,4.1,23928.32,Injury/Accident,24-11-2023,26-11-2023,1,1,26865.27,23499.43,Yes,No,Delhi,Vehicle collided with another car at a traffic signal.,0
CLM00320,40,Comprehensive,11.4,24220.78,Theft,11-06-2025,15-06-2025,1,0,21249.42,23296.88,Yes,Yes,Jaipur,Minor collision while reversing out of a parking spot.,0
CLM01053,36,Comprehensive,10.7,26057.21,Theft,26-11-2023,01-12-2023,0,5,29348.45,25079.82,Yes,Yes,Kochi,Car was damaged in heavy rain and flooding.,0
CLM00031,50,Comprehensive,6.2,43400.37,Natural Disaster,06-08-2023,09-08-2023,1,0,44016.09,45128.49,Yes,No,Surat,Vehicle scratched while parked in a mall parking lot.,0
CLM00004,36,Comprehensive,0.1,11017.05,Natural Disaster,24-02-2023,25-02-2023,0,12,9252.05,10522.91,No,No,Lucknow,Rear-ended while stopped at a junction.,0
CLM00797,58,Third-Party,3.8,23039.07,Natural Disaster,07-02-2025,11-02-2025,1,0,22617.6,23558.67,Yes,No,Surat,Windshield cracked due to a stone hit on the highway.,0
CLM00737,39,Third-Party,0.8,35350.97,Vandalism,23-06-2023,30-06-2023,2,3,30967.87,34012.76,Yes,Yes,Jaipur,Windshield cracked due to a stone hit on the highway.,0
CLM00137,29,Third-Party Fire & Theft,5.1,3592.85,Natural Disaster,17-04-2023,24-04-2023,1,10,3275.79,3745.29,Yes,Yes,Bengaluru,Tree branch fell on the car during a storm.,0
CLM00339,59,Third-Party,1.1,14757.96,Vandalism,09-12-2025,10-12-2025,5,3,12390.33,14301.92,Yes,No,Pune,"Vehicle reported stolen, recovered with no major damage.",1
CLM00215,38,Third-Party,1.6,33960.76,Windshield Damage,29-09-2025,30-09-2025,0,0,31409.09,34240.39,No,Yes,Ahmedabad,Car was damaged in heavy rain and flooding.,0
CLM00735,38,Comprehensive,2.7,51023.58,Injury/Accident,27-07-2024,03-08-2024,1,13,50118.03,49604,Yes,Yes,Chennai,Windshield cracked due to a stone hit on the highway.,0
CLM00807,61,Third-Party Fire & Theft,2.5,20800.39,Windshield Damage,02-10-2025,07-10-2025,0,1,21702.83,20839.08,,No,,Car was damaged in heavy rain and flooding.,0
CLM00486,47,Comprehensive,0.4,59107.01,Collision,24-03-2025,07-04-2025,3,3,65816.51,61143.39,Yes,Yes,Delhi,Vehicle skidded and hit a divider on a wet road.,0
CLM00078,24,Third-Party Fire & Theft,0.4,38129.48,Vandalism,25-05-2025,23-08-2025,3,2,26998.48,39180.81,Yes,Yes,Mumbai,Claim filed for total loss shortly after policy purchase.,1
CLM00023,18,Comprehensive,6.3,45205.21,Theft,22-06-2024,26-08-2024,0,1,31997.64,45620.57,No,No,Coimbatore,Incident location does not match customer's usual route.,1
CLM00270,18,Third-Party Fire & Theft,0.2,19373.22,Theft,18-03-2024,06-04-2024,1,0,13809.68,19649.87,No,No,Pune,,1
CLM00841,42,Comprehensive,6.7,41778.32,Windshield Damage,13-04-2025,17-04-2025,4,1,42433.49,43428.59,Yes,Yes,Nagpur,Vehicle skidded and hit a divider on a wet road.,0
CLM01103,40,Comprehensive,3.8,25185.12,Fire,19-05-2023,19-05-2023,1,6,23852.89,25959.95,Yes,No,Kochi,Minor collision while reversing out of a parking spot.,0
CLM01019,49,Comprehensive,0,37439.73,Injury/Accident,25-04-2024,25-04-2024,0,8,29504.56,36443.4,Yes,Yes,Hyderabad,Windshield cracked due to a stone hit on the highway.,0
CLM00943,49,Comprehensive,2.8,56942.81,Windshield Damage,01-04-2024,03-04-2024,0,0,54064.31,56539.06,Yes,No,Pune,Claim submitted just before policy renewal/expiry.,1
CLM00683,30,Third-Party,4.2,8199.09,Windshield Damage,04-09-2023,05-09-2023,2,7,7524.23,7881.16,Yes,No,Lucknow,Minor collision while reversing out of a parking spot.,0
CLM01169,70,Comprehensive,5.1,43677.92,Theft,07-10-2023,12-10-2023,0,0,40444.73,43945.48,Yes,Yes,Mumbai,Vehicle scratched while parked in a mall parking lot.,0
CLM00254,36,Third-Party,0.9,54818.85,Natural Disaster,11-09-2023,21-09-2023,2,3,,55334.54,Yes,Yes,Pune,Vehicle skidded and hit a divider on a wet road.,0
CLM00891,,Comprehensive,1.9,29290.59,Windshield Damage,04-04-2023,14-04-2023,2,7,30546.19,30480.16,Yes,Yes,Hyderabad,Vehicle scratched while parked in a mall parking lot.,0
CLM00700,44,Third-Party,19.1,39611.98,Windshield Damage,30-05-2023,10-06-2023,2,1,34532.46,39597.04,Yes,No,Coimbatore,Claim filed for total loss shortly after policy purchase.,1
CLM00938,24,Third-Party,0.7,59198.09,Vandalism,09-10-2024,11-10-2024,1,4,62248.78,60618.09,yes,Yes,Ahmedabad,Incident reported late at night with no witnesses.,1
CLM00723,65,Comprehensive,5.2,12993.4,Natural Disaster,02-02-2025,08-02-2025,1,5,10929.87,12524.12,Yes,Yes,Jaipur,Windshield cracked due to a stone hit on the highway.,0
CLM00141,41,Third-Party Fire & Theft,1.4,5591.04,Fire,25-01-2025,05-02-2025,0,14,5145.8,5614.52,Yes,Yes,Coimbatore,Car was damaged in heavy rain and flooding.,1
CLM00566,66,Third-Party Fire & Theft,7.1,42594.23,Windshield Damage,31-05-2025,31-05-2025,0,0,36001.3,44690.34,Yes,Yes,Mumbai,Car was damaged in heavy rain and flooding.,0
CLM00613,40,Third-Party Fire & Theft,7.5,9498.65,Theft,16-05-2025,17-05-2025,1,0,8574.95,9770.77,Yes,Yes,Mumbai,Minor collision while reversing out of a parking spot.,0
CLM00437,48,Comprehensive,5.6,45613.72,Collision,17-08-2024,20-08-2024,0,3,44531.61,46253.56,Yes,No,Surat,Minor collision while reversing out of a parking spot.,0
CLM00567,30,Comprehensive,9,10562.16,Natural Disaster,01-11-2023,08-11-2023,1,,9810.68,10345.75,Yes,Yes,Bengaluru,Rear-ended while stopped at a junction.,0
CLM00402,49,Third-Party,3.5,75621.28,Vandalism,07-06-2023,07-06-2023,1,6,67555.28,73003.38,No,No,Jaipur,"Vehicle reported stolen, recovered with no major damage.",1
CLM01032,43,Third-Party Fire & Theft,2.1,33927.29,Vandalism,01-11-2023,03-11-2023,4,1,36418.93,34905.79,Yes,Yes,Kolkata,Tree branch fell on the car during a storm.,0
CLM00859,38,Comprehensive,15.5,40452.05,Vandalism,10-09-2024,11-09-2024,0,7,38314.85,42089.09,yes,Yes,Coimbatore,Minor collision while reversing out of a parking spot.,0
CLM00384,52,Comprehensive,1.1,23121.11,Collision,26-07-2025,08-08-2025,4,17,22524.13,23542.53,Yes,No,Hyderabad,Vehicle collided with another car at a traffic signal.,0
CLM00390,30,Third-Party,6.7,61481.33,Theft,13-10-2025,08-11-2025,0,1,55060.04,60814.31,No,Yes,Pune,Vehicle skidded and hit a divider on a wet road.,0
CLM01010,42,Third-Party Fire & Theft,0.7,26730.11,Windshield Damage,03-02-2025,13-02-2025,0,0,26070.79,25581.79,Yes,No,Jaipur,Vehicle collided with another car at a traffic signal.,0
CLM01034,35,Third-Party Fire & Theft,1.3,24337.91,Natural Disaster,05-07-2023,09-07-2023,3,7,23877.08,23534.65,Yes,No,Pune,Minor collision while reversing out of a parking spot.,0
CLM00787,50,Third-Party Fire & Theft,3.3,23848.46,Windshield Damage,26-12-2023,26-12-2023,1,2,23793.11,24299.17,Yes,No,Hyderabad,Minor collision while reversing out of a parking spot.,0
CLM00019,42,Third-Party,11,10335.15,Windshield Damage,25-04-2023,22-05-2023,1,5,9443.18,9959.31,Yes,No,Surat,Rear-ended while stopped at a junction.,0
CLM00352,32,Third-Party,7.5,77067.82,Windshield Damage,26-09-2023,28-09-2023,0,2,78025.39,76043.18,Yes,No,Delhi,Minor collision while reversing out of a parking spot.,0
CLM00237,59,Third-Party,2.9,100991.19,Fire,20-11-2023,03-01-2024,1,0,67731.62,98528.2,No,No,Ahmedabad,Windshield cracked due to a stone hit on the highway.,0
CLM00404,24,Comprehensive,5,37144.75,Collision,17-01-2024,18-01-2024,0,0,34275.13,37142.45,No,Yes,Jaipur,Vehicle skidded and hit a divider on a wet road.,0
CLM00833,30,Third-Party Fire & Theft,1.5,57075.35,Vandalism,26-08-2025,28-08-2025,0,3,49784.88,58107.73,Yes,Yes,Delhi,Vehicle collided with another car at a traffic signal.,0
CLM01068,33,Third-Party,1.7,2434.93,Windshield Damage,19-02-2025,21-02-2025,1,1,2490.78,2420.63,Yes,Yes,Coimbatore,Tree branch fell on the car during a storm.,0
CLM00703,29,Third-Party Fire & Theft,11,31026.99,Natural Disaster,30-04-2025,07-05-2025,1,0,30479.65,32372.82,No,No,Lucknow,Minor collision while reversing out of a parking spot.,0
CLM00468,34,Third-Party,8.5,32516.63,Natural Disaster,26-12-2024,26-12-2024,2,14,33544.55,33553.22,No,Yes,Coimbatore,Vehicle scratched while parked in a mall parking lot.,0
CLM00591,33,Third-Party,1.3,6398.59,Collision,29-09-2023,10-10-2023,1,0,6502.14,6401.8,Yes,No,Delhi,Windshield cracked due to a stone hit on the highway.,0
CLM00677,33,Third-Party,3.9,41310.81,Collision,08-01-2025,13-01-2025,1,,33176.92,39573.12,Yes,,Mumbai,Vehicle scratched while parked in a mall parking lot.,0
CLM00413,51,Third-Party,0.7,50542.07,Collision,09-01-2025,11-01-2025,0,,48064.9,48220.8,Yes,Yes,Ahmedabad,Tree branch fell on the car during a storm.,0
CLM01058,39,Comprehensive,0.2,39367.47,Windshield Damage,21-04-2025,23-04-2025,1,2,42852.2,39011.13,Yes,No,Nagpur,Car was damaged in heavy rain and flooding.,0
CLM01200,37,Third-Party,12.7,17947.55,Fire,25-11-2023,28-11-2023,1,0,17008.96,17274.53,No,No,Jaipur,Windshield cracked due to a stone hit on the highway.,0
CLM00704,43,Third-Party,4.6,20257.19,Collision,09-11-2023,09-11-2023,0,8,18358.57,20479.43,No,Yes,Mumbai,Vehicle scratched while parked in a mall parking lot.,0
CLM01162,56,Third-Party,1.2,9661.49,Windshield Damage,22-08-2024,23-08-2024,2,1,10032.25,9568.71,Yes,No,Nagpur,Rear-ended while stopped at a junction.,0
CLM00100,46,Third-Party,1.6,38953.02,Fire,04-04-2025,05-04-2025,0,8,43515.62,40845.51,Yes,No,Jaipur,Vehicle scratched while parked in a mall parking lot.,0
CLM00225,42,Third-Party Fire & Theft,0.1,34238.74,Vandalism,14-06-2023,12-07-2023,1,1,27717.37,34550.83,yes,No,Surat,Customer requested cash settlement instead of repair.,1
CLM00295,43,Third-Party Fire & Theft,5,29295.11,Theft,13-11-2023,18-11-2023,0,45,28512.52,29252.81,Yes,Yes,Bengaluru,Vehicle skidded and hit a divider on a wet road.,0
CLM00260,,Third-Party,,44545.4,Vandalism,26-08-2023,05-09-2023,0,0,50387.59,46646.28,,Yes,Bengaluru,Windshield cracked due to a stone hit on the highway.,0
CLM00114,61,Third-Party Fire & Theft,0.5,6548.7,Natural Disaster,09-08-2025,22-08-2025,2,0,6170.3,6756.9,Yes,Yes,Jaipur,Vehicle collided with another car at a traffic signal.,0
CLM01057,18,Comprehensive,0.3,41148.43,Vandalism,23-08-2025,31-08-2025,2,14,45701.43,42754.18,Yes,Yes,Delhi,Vehicle skidded and hit a divider on a wet road.,0
CLM01118,44,Third-Party Fire & Theft,2.7,2813.83,Windshield Damage,24-12-2023,03-01-2024,1,1,2940.98,2709.28,Yes,Yes,Mumbai,Vehicle skidded and hit a divider on a wet road.,0
CLM00255,35,Third-Party Fire & Theft,0.5,31153.99,Injury/Accident,20-06-2024,26-06-2024,4,1,,32019.06,Yes,Yes,Surat,Minor collision while reversing out of a parking spot.,0
CLM00103,27,Comprehensive,4.5,49061.08,Fire,10-08-2024,22-08-2024,0,17,43387.72,47456.5,No,No,Kolkata,Rear-ended while stopped at a junction.,0
CLM00960,32,Third-Party,6.5,44480.93,Natural Disaster,15-11-2025,19-11-2025,0,2,42530.54,44035.83,Yes,Yes,Surat,Vehicle scratched while parked in a mall parking lot.,0
CLM00467,34,Third-Party,4.8,13521.6,Fire,21-12-2023,21-12-2023,0,4,12156.09,12976.54,Yes,Yes,Jaipur,Vehicle skidded and hit a divider on a wet road.,0
CLM00366,32,Comprehensive,5.8,62592.44,Collision,14-10-2024,21-10-2024,3,2,46351.61,64516.35,No,Yes,Surat,Windshield cracked due to a stone hit on the highway.,1
CLM00982,18,Third-Party,1.5,44263.26,Natural Disaster,15-04-2023,21-04-2023,0,1,43816.72,43746.86,Yes,,Ahmedabad,Vehicle scratched while parked in a mall parking lot.,0
CLM00545,50,Third-Party Fire & Theft,5,64305.66,Collision,07-09-2025,26-09-2025,1,5,48311.74,65235.17,No,No,Lucknow,Rear-ended while stopped at a junction.,0
CLM00853,23,Comprehensive,3.4,16545.05,Injury/Accident,06-04-2024,09-04-2024,4,9,16179.78,16866.75,,Yes,Hyderabad,Rear-ended while stopped at a junction.,0
CLM00455,51,Third-Party Fire & Theft,4,36848.94,Fire,29-11-2023,07-12-2023,2,4,39524.46,36149.8,No,Yes,Coimbatore,Minor collision while reversing out of a parking spot.,0
CLM00435,29,Third-Party Fire & Theft,1.7,27103.73,Collision,15-10-2024,01-11-2024,0,6,27413.86,25871,Yes,No,Ahmedabad,Rear-ended while stopped at a junction.,0
CLM00997,21,Comprehensive,3.6,9112.43,Theft,10-06-2025,11-06-2025,0,0,8781.99,9406.95,Yes,No,Lucknow,Windshield cracked due to a stone hit on the highway.,0
CLM00502,21,Third-Party,2.7,38757.12,Fire,28-03-2024,01-04-2024,2,0,36979.68,38082.7,No,Yes,Delhi,Rear-ended while stopped at a junction.,0
CLM00778,49,Comprehensive,4.8,28889.69,Collision,14-12-2025,27-12-2025,3,4,33492.99,29888.32,Yes,Yes,Chennai,Vehicle skidded and hit a divider on a wet road.,0
CLM00306,55,Third-Party,0.3,36571.48,Injury/Accident,18-05-2025,19-05-2025,1,3,35015.46,38333.74,Yes,Yes,Coimbatore,Vehicle skidded and hit a divider on a wet road.,0
CLM00172,40,Third-Party,13.3,18215.71,Vandalism,28-11-2024,29-11-2024,0,2,19338.65,17514.97,Yes,No,Chennai,Car was damaged in heavy rain and flooding.,0
CLM00373,39,Comprehensive,2.8,32597.49,Vandalism,25-07-2025,05-08-2025,2,12,35512.84,32973.22,,No,Mumbai,Windshield cracked due to a stone hit on the highway.,1
CLM00823,53,Third-Party,8.2,23268.01,Theft,09-12-2023,19-12-2023,1,7,21902.63,22266.13,No,Yes,Nagpur,Rear-ended while stopped at a junction.,0
CLM00058,25,Third-Party,10.8,35204.66,Fire,16-05-2025,21-05-2025,1,4,32683.62,35473.8,Yes,No,Delhi,Vehicle skidded and hit a divider on a wet road.,0
CLM00051,39,Comprehensive,3,14336.89,Theft,07-07-2025,05-10-2025,0,0,9792.18,14697.51,No,Yes,Kolkata,"Vehicle reported stolen, recovered with no major damage.",1
CLM00153,44,Comprehensive,6.8,19681.5,Windshield Damage,27-06-2023,07-07-2023,2,3,22371.9,19692.9,No,Yes,Ahmedabad,Vehicle scratched while parked in a mall parking lot.,0
CLM00776,60,Third-Party,7.2,10053.9,Natural Disaster,24-09-2024,25-09-2024,1,2,9600.02,9663.1,Yes,Yes,Ahmedabad,"Vehicle reported stolen, recovered with no major damage.",1
CLM00132,29,Third-Party Fire & Theft,2.3,19239.33,Natural Disaster,25-02-2023,03-03-2023,4,4,19209.14,19660.24,No,No,Kochi,Windshield cracked due to a stone hit on the highway.,0
CLM00397,52,Comprehensive,4.2,29090.91,Collision,11-04-2025,21-04-2025,0,5,25512.23,28516.31,Yes,Yes,Jaipur,Tree branch fell on the car during a storm.,0
CLM00017,36,Third-Party Fire & Theft,1.2,16119.29,Theft,29-12-2025,03-01-2026,4,1,15219.47,15996.27,Yes,Yes,Delhi,Rear-ended while stopped at a junction.,0
CLM00301,68,Comprehensive,9.7,13481.27,Injury/Accident,04-03-2023,12-03-2023,0,0,11793.21,13543.32,Yes,No,Lucknow,Windshield cracked due to a stone hit on the highway.,0
CLM00607,53,Third-Party Fire & Theft,3.5,26338.78,Injury/Accident,02-10-2025,06-10-2025,2,5,26371.26,26636.79,Yes,No,Pune,Repair invoice submitted without an itemized breakdown.,1
CLM00500,61,Comprehensive,1.9,39044.32,Vandalism,20-09-2024,30-09-2024,1,0,43471.87,39984.08,Yes,Yes,Kolkata,Car was damaged in heavy rain and flooding.,0
CLM00730,28,Third-Party Fire & Theft,0.4,61351.08,Windshield Damage,17-05-2024,20-05-2024,1,12,57358.16,62129.37,No,No,Chennai,"Vehicle reported stolen, recovered with no major damage.",1
CLM00619,30,Third-Party,0.3,50564.14,Collision,22-01-2023,02-02-2023,2,6,53088.4,50435.87,Yes,No,Hyderabad,Windshield cracked due to a stone hit on the highway.,0
CLM00159,39,Third-Party Fire & Theft,1.4,26019.28,Windshield Damage,07-05-2024,07-05-2024,0,4,22234.92,25037.07,Yes,Yes,Kochi,Vehicle skidded and hit a divider on a wet road.,0
CLM00793,42,Comprehensive,4.7,37458.87,Fire,05-03-2024,11-03-2024,1,14,29979.67,35708.47,Yes,No,Lucknow,Rear-ended while stopped at a junction.,0
CLM00021,35,Comprehensive,1.9,49083.84,Theft,06-10-2024,10-10-2024,1,0,46612.19,51501.85,Yes,No,Kochi,Rear-ended while stopped at a junction.,0
CLM01001,57,Comprehensive,1.3,7869.44,Fire,14-04-2025,16-04-2025,0,0,9663.26,8231.16,Yes,Yes,Ahmedabad,Minor collision while reversing out of a parking spot.,0
CLM00496,52,Comprehensive,2.5,26225.74,Vandalism,24-10-2024,01-11-2024,1,1,25447.34,25393.04,No,Yes,Chennai,Rear-ended while stopped at a junction.,0
CLM01123,23,Third-Party Fire & Theft,0.1,8835.36,Fire,19-01-2025,20-01-2025,1,5,10244.87,9126.98,No,Yes,Ahmedabad,Car was damaged in heavy rain and flooding.,0
CLM00910,23,Comprehensive,1.3,22617.14,Collision,27-01-2023,30-01-2023,1,9,20476.25,21780.61,Yes,Yes,Mumbai,Windshield cracked due to a stone hit on the highway.,0
CLM00655,39,Comprehensive,3.5,26056.15,Vandalism,22-06-2024,26-06-2024,4,11,25091.49,25028.01,No,Yes,Surat,Customer requested cash settlement instead of repair.,1
CLM00357,54,Third-Party Fire & Theft,4.4,31407.82,Natural Disaster,21-06-2025,25-06-2025,4,2,31996.78,32039.72,Yes,Yes,Nagpur,Vehicle skidded and hit a divider on a wet road.,0
CLM00806,42,Comprehensive,1.9,35432.88,Collision,12-04-2023,28-04-2023,2,1,34775.57,36371.81,No,Yes,Coimbatore,Minor collision while reversing out of a parking spot.,0
CLM00984,43,Third-Party Fire & Theft,4.4,26772.73,Fire,12-12-2025,22-12-2025,0,0,24654.33,26631.72,Yes,Yes,Delhi,Rear-ended while stopped at a junction.,1
CLM00409,32,Third-Party Fire & Theft,0.7,12827.55,Vandalism,29-06-2023,08-07-2023,1,5,11065.66,12322.1,Yes,No,Kochi,Tree branch fell on the car during a storm.,0
CLM00457,49,Third-Party Fire & Theft,7.8,9128.68,Natural Disaster,30-09-2025,26-10-2025,0,-2,9402.03,9350.98,Yes,Yes,Ahmedabad,Vehicle scratched while parked in a mall parking lot.,0
